,Year,Month,State,Basin,Field,Well,Environment,Installation,Oil (m³),Condensate oil (m³),Associated petroleum gas (Mm³),Non-associated petroleum gas (Mm³),Water (m³),Gas injection (Mm³),Secondary recovery water injection (m³),Wastewater injection (m³),CO2 injection (Mm³),Nitrogen injection (Mm³),Steam injection (t),Polymer injection (m³),Others fluids injection (m³)
141348,2019,1,SP,Santos,ATAPU,1-BRSA-1146-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141349,2019,1,SP,Santos,ATAPU,3-BRSA-1172-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141350,2019,1,SP,Santos,ATAPU,9-ATP-1-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141351,2019,1,SP,Santos,ATAPU,9-ATP-3-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141352,2019,1,SP,Santos,ATAPU,9-BRSA-1284-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141353,2019,1,SP,Santos,ATLANTA,7-ATL-2HP-RJS,Sea,Petrojarl 1,23521.05,Nan,972.67508,Nan,52.72,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141354,2019,1,SP,Santos,ATLANTA,7-ATL-3H-RJS,Sea,Petrojarl 1,35899.27,Nan,1445.41892,Nan,6.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141355,2019,1,SP,Santos,BERBIGÃO,3-BRSA-1132-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141356,2019,1,SP,Santos,BERBIGÃO,9-BBG-1D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141357,2019,1,SP,Santos,BÚZIOS,3-BRSA-1053-RJS,Sea,Petrobras 75 (P-75),106734.36,Nan,26525.438,Nan,106.842,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141358,2019,1,SP,Santos,BÚZIOS,7-BUZ-17-RJS,Sea,Petrobras 74 (P-74),69631.808,Nan,15611.85102,Nan,209.523,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141359,2019,1,SP,Santos,BÚZIOS,7-BUZ-6-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141360,2019,1,SP,Santos,BÚZIOS,8-BUZ-11A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141361,2019,1,SP,Santos,BÚZIOS,8-BUZ-15-RJS,Sea,Petrobras 74 (P-74),Nan,Nan,Nan,Nan,Nan,16127.61777,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141362,2019,1,SP,Santos,BÚZIOS,8-BUZ-20-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141363,2019,1,SP,Santos,BÚZIOS,9-BRSA-1159-RJS,Sea,Petrobras 74 (P-74),Nan,Nan,Nan,Nan,Nan,28701.86103,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141364,2019,1,SP,Santos,BÚZIOS,9-BRSA-1191-RJS,Sea,Petrobras 74 (P-74),116075.89,Nan,25537.40409,Nan,116.19,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141365,2019,1,SP,Santos,BÚZIOS,9-BUZ-3-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141366,2019,1,SP,Santos,BÚZIOS,9-BUZ-7-RJS,Sea,Petrobras 74 (P-74),58689.392,Nan,13184.47352,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141367,2019,1,SP,Santos,ITAPU,1-BRSA-1116-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141368,2019,1,SP,Santos,ITAPU,3-BRSA-1215-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141369,2019,1,SP,Santos,LULA,3-BRSA-496-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,107295.125,Nan,35579.40216,Nan,3936.64,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141370,2019,1,SP,Santos,LULA,3-BRSA-755A-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,60963.815,Nan,Nan,12049.0445,Nan,Nan,Nan,Nan
141371,2019,1,SP,Santos,LULA,3-BRSA-821-RJS,Sea,FPSO CIDADE DE PARATY,46399.909,Nan,18592.9073,Nan,3422.294,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141372,2019,1,SP,Santos,LULA,3-BRSA-830-RJS,Sea,FPSO CIDADE DE MANGARATIBA,60291.588,Nan,27398.03276,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141373,2019,1,SP,Santos,LULA,3-BRSA-839A-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,100973.111,Nan,27933.64557,Nan,61.289,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141374,2019,1,SP,Santos,LULA,3-BRSA-854-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141375,2019,1,SP,Santos,LULA,3-BRSA-865A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141376,2019,1,SP,Santos,LULA,3-BRSA-883-RJS,Sea,Petrobras 66 (P-66),53316.419,Nan,17573.80883,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141377,2019,1,SP,Santos,LULA,4-BRSA-711-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141378,2019,1,SP,Santos,LULA,7-LL-10-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,2031.92,35193.69,Nan,763.82081,Nan,Nan,Nan,Nan
141379,2019,1,SP,Santos,LULA,7-LL-100-RJS,Sea,Petrobras 66 (P-66),88653.974,Nan,22734.66483,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141380,2019,1,SP,Santos,LULA,7-LL-102D-RJS,Sea,Petrobras 66 (P-66),68244.617,Nan,14732.1739,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141381,2019,1,SP,Santos,LULA,7-LL-106DA-RJS,Sea,FPSO CIDADE DE SAQUAREMA,0.09,Nan,0.01841,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141382,2019,1,SP,Santos,LULA,7-LL-11-RJS,Sea,FPSO CIDADE DE PARATY,37916.637,Nan,8299.04845,Nan,23546.969,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141383,2019,1,SP,Santos,LULA,7-LL-15D-RJS,Sea,FPSO CIDADE DE PARATY,152939.897,Nan,34830.74218,Nan,1070.468,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141384,2019,1,SP,Santos,LULA,7-LL-17D-RJS,Sea,FPSO CIDADE DE PARATY,73526.702,Nan,14434.1654,Nan,8613.555,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141385,2019,1,SP,Santos,LULA,7-LL-22D-RJS,Sea,FPSO CIDADE DE PARATY,119797.513,Nan,26002.60662,Nan,532.316,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141386,2019,1,SP,Santos,LULA,7-LL-27-RJS,Sea,FPSO CIDADE DE MANGARATIBA,136387.297,Nan,42485.1298,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141387,2019,1,SP,Santos,LULA,7-LL-28D-RJS,Sea,FPSO CIDADE DE PARATY,144123.582,Nan,31039.70126,Nan,83.568,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141388,2019,1,SP,Santos,LULA,7-LL-31D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,89552.95,Nan,27321.17883,Nan,37759.709,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141389,2019,1,SP,Santos,LULA,7-LL-34D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141390,2019,1,SP,Santos,LULA,7-LL-36A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141391,2019,1,SP,Santos,LULA,7-LL-3D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,41942.224,Nan,9277.23925,Nan,19013.474,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141392,2019,1,SP,Santos,LULA,7-LL-41D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,140384.704,Nan,Nan,Nan,Nan,Nan,Nan
141393,2019,1,SP,Santos,LULA,7-LL-45D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,83242.018,Nan,26886.89843,Nan,43179.986,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141394,2019,1,SP,Santos,LULA,7-LL-46-RJS,Sea,FPSO CIDADE DE SAQUAREMA,71298.293,Nan,22031.24913,Nan,612.608,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141395,2019,1,SP,Santos,LULA,7-LL-48D-RJS,Sea,FPSO CIDADE DE MARICÁ,62008.036,Nan,14074.69664,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141396,2019,1,SP,Santos,LULA,7-LL-51-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,130688.066,Nan,42358.42293,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141397,2019,1,SP,Santos,LULA,7-LL-53D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141398,2019,1,SP,Santos,LULA,7-LL-58-RJS,Sea,FPSO CIDADE DE MARICÁ,19186.406,Nan,3995.77305,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141399,2019,1,SP,Santos,LULA,7-LL-59-RJS,Sea,FPSO CIDADE DE SAQUAREMA,110223.269,Nan,30954.21555,Nan,76.34,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141400,2019,1,SP,Santos,LULA,7-LL-60D-RJS,Sea,Petrobras 66 (P-66),90690.324,Nan,30977.03555,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141401,2019,1,SP,Santos,LULA,7-LL-61-RJS,Sea,FPSO CIDADE DE MARICÁ,143468.645,Nan,30198.31774,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141402,2019,1,SP,Santos,LULA,7-LL-63D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141403,2019,1,SP,Santos,LULA,7-LL-66-RJS,Sea,FPSO CIDADE DE MARICÁ,145930.177,Nan,30585.30152,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141404,2019,1,SP,Santos,LULA,7-LL-67D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141405,2019,1,SP,Santos,LULA,7-LL-69-RJS,Sea,Petrobras 66 (P-66),112161.563,Nan,22859.89717,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141406,2019,1,SP,Santos,LULA,7-LL-70-RJS,Sea,Petrobras 69,132601.42,Nan,27915.643,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141407,2019,1,SP,Santos,LULA,7-LL-73D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,122194.791,Nan,50636.82858,Nan,97.154,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141408,2019,1,SP,Santos,LULA,7-LL-79D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,112496.294,Nan,23753.1581,Nan,593.769,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141409,2019,1,SP,Santos,LULA,7-LL-80DB-RJS,Sea,FPSO CIDADE DE SAQUAREMA,144116.244,Nan,31229.12241,Nan,56.017,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141410,2019,1,SP,Santos,LULA,7-LL-83D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,121819.437,Nan,36085.9934,Nan,481.335,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141411,2019,1,SP,Santos,LULA,7-LL-84D-RJS,Sea,FPSO CIDADE DE MARICÁ,90351.525,Nan,19058.22588,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141412,2019,1,SP,Santos,LULA,7-LL-85-RJS,Sea,FPSO CIDADE DE SAQUAREMA,1207.679,Nan,389.8569,Nan,24.298,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141413,2019,1,SP,Santos,LULA,7-LL-8H-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,36946.887,Nan,15070.90695,Nan,2924.027,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141414,2019,1,SP,Santos,LULA,7-LL-90D-RJS,Sea,Petrobras 66 (P-66),100781.007,Nan,21462.97259,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141415,2019,1,SP,Santos,LULA,7-LL-91-RJS,Sea,FPSO CIDADE DE SAQUAREMA,126373.128,Nan,26709.944,Nan,16.455,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141416,2019,1,SP,Santos,LULA,7-LL-97-RJS,Sea,Petrobras 66 (P-66),117339.576,Nan,25448.87782,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141417,2019,1,SP,Santos,LULA,8-LL-101D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,66683.924,Nan,Nan,23770.05099,Nan,Nan,Nan,Nan
141418,2019,1,SP,Santos,LULA,8-LL-104D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,133229.99,Nan,Nan,Nan,Nan,Nan,Nan
141419,2019,1,SP,Santos,LULA,8-LL-109-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,78551.41,Nan,Nan,Nan,Nan,Nan,Nan
141420,2019,1,SP,Santos,LULA,8-LL-14D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,103323.73,Nan,Nan,Nan,Nan,Nan,Nan
141421,2019,1,SP,Santos,LULA,8-LL-18-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,124198.85,Nan,Nan,Nan,Nan,Nan,Nan
141422,2019,1,SP,Santos,LULA,8-LL-23-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,221275.6,Nan,Nan,Nan,Nan,Nan,Nan
141423,2019,1,SP,Santos,LULA,8-LL-24D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,158636.75,Nan,Nan,Nan,Nan,Nan,Nan
141424,2019,1,SP,Santos,LULA,8-LL-26D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,114904.57,Nan,Nan,Nan,Nan,Nan,Nan
141425,2019,1,SP,Santos,LULA,8-LL-32D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,62410.17,Nan,Nan,656.84281,Nan,Nan,Nan,Nan
141426,2019,1,SP,Santos,LULA,8-LL-33-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,21228.77,Nan,Nan,Nan,Nan,Nan,Nan
141427,2019,1,SP,Santos,LULA,8-LL-35D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,Nan,75229.2,Nan,Nan,Nan,Nan,Nan,Nan
141428,2019,1,SP,Santos,LULA,8-LL-37D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,117055.499,Nan,35631.49256,Nan,2167.087,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141429,2019,1,SP,Santos,LULA,8-LL-38D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,84014.433,Nan,Nan,Nan,Nan,Nan,Nan
141430,2019,1,SP,Santos,LULA,8-LL-39-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,153313.33,Nan,Nan,Nan,Nan,Nan,Nan
141431,2019,1,SP,Santos,LULA,8-LL-40-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,250389.29,Nan,Nan,Nan,Nan,Nan,Nan
141432,2019,1,SP,Santos,LULA,8-LL-42D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,74920.9,Nan,Nan,Nan,Nan,Nan,Nan
141433,2019,1,SP,Santos,LULA,8-LL-43D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,92051.726,Nan,Nan,1170.89747,Nan,Nan,Nan,Nan
141434,2019,1,SP,Santos,LULA,8-LL-44-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,163699.27,Nan,Nan,Nan,Nan,Nan,Nan
141435,2019,1,SP,Santos,LULA,8-LL-47-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,136672.25,Nan,Nan,Nan,Nan,Nan,Nan
141436,2019,1,SP,Santos,LULA,8-LL-49D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,133798.05,Nan,Nan,Nan,Nan,Nan,Nan
141437,2019,1,SP,Santos,LULA,8-LL-4D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,78511.18,Nan,Nan,Nan,Nan,Nan,Nan
141438,2019,1,SP,Santos,LULA,8-LL-5-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,169173.09,Nan,Nan,Nan,Nan,Nan,Nan
141439,2019,1,SP,Santos,LULA,8-LL-50-RJS,Sea,Petrobras 66 (P-66),Nan,Nan,Nan,Nan,Nan,62484.174,Nan,Nan,10915.98474,Nan,Nan,Nan,Nan
141440,2019,1,SP,Santos,LULA,8-LL-52D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,55705.739,Nan,Nan,18454.23546,Nan,Nan,Nan,Nan
141441,2019,1,SP,Santos,LULA,8-LL-55D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,286577.75,Nan,Nan,Nan,Nan,Nan,Nan
141442,2019,1,SP,Santos,LULA,8-LL-56-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,126198.55,Nan,Nan,Nan,Nan,Nan,Nan
141443,2019,1,SP,Santos,LULA,8-LL-57D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,Nan,195448.78,Nan,Nan,Nan,Nan,Nan,Nan
141444,2019,1,SP,Santos,LULA,8-LL-65D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,208332.92,Nan,Nan,Nan,Nan,Nan,Nan
141445,2019,1,SP,Santos,LULA,8-LL-74-RJS,Sea,Petrobras 66 (P-66),Nan,Nan,Nan,Nan,Nan,76314.762,Nan,Nan,13332.18844,Nan,Nan,Nan,Nan
141446,2019,1,SP,Santos,LULA,8-LL-75-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,75435.12,Nan,Nan,Nan,Nan,Nan,Nan
141447,2019,1,SP,Santos,LULA,8-LL-78D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,178966.33,Nan,Nan,Nan,Nan,Nan,Nan
141448,2019,1,SP,Santos,LULA,8-LL-81D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,133598.091,Nan,37336.98614,Nan,1544.053,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141449,2019,1,SP,Santos,LULA,8-LL-86D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,204069.32,Nan,Nan,Nan,Nan,Nan,Nan
141450,2019,1,SP,Santos,LULA,8-LL-87D-RJS,Sea,FPSO CIDADE DE MARICÁ,124339.633,Nan,25767.85487,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141451,2019,1,SP,Santos,LULA,8-LL-88D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,261984.15,Nan,Nan,Nan,Nan,Nan,Nan
141452,2019,1,SP,Santos,LULA,8-LL-89-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,98772.51,Nan,Nan,Nan,Nan,Nan,Nan
141453,2019,1,SP,Santos,LULA,8-LL-9-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,13843.768,Nan,Nan,10405.77829,Nan,Nan,Nan,Nan
141454,2019,1,SP,Santos,LULA,8-LL-92-RJS,Sea,Petrobras 66 (P-66),Nan,Nan,Nan,Nan,Nan,Nan,130573.37,Nan,Nan,Nan,Nan,Nan,Nan
141455,2019,1,SP,Santos,LULA,8-LL-93D-RJS,Sea,Petrobras 66 (P-66),Nan,Nan,Nan,Nan,Nan,Nan,164817.38,Nan,Nan,Nan,Nan,Nan,Nan
141456,2019,1,SP,Santos,LULA,8-LL-94D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,186062.18,Nan,Nan,Nan,Nan,Nan,Nan
141457,2019,1,SP,Santos,LULA,8-LL-98D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,147279.6,Nan,Nan,Nan,Nan,Nan,Nan
141458,2019,1,SP,Santos,LULA,9-BRSA-716-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141459,2019,1,SP,Santos,LULA,9-BRSA-908D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,66392.16,Nan,37040.83839,Nan,13.34,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141460,2019,1,SP,Santos,LULA,9-LL-12D-RJS,Sea,FPSO CIDADE DE MARICÁ,154729.938,Nan,34549.18884,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141461,2019,1,SP,Santos,LULA,9-LL-19-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141462,2019,1,SP,Santos,LULA,9-LL-1D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,Nan,56343.89,Nan,Nan,Nan,Nan,Nan,Nan
141463,2019,1,SP,Santos,LULA,9-LL-2-RJS,Sea,FPSO CIDADE DE MANGARATIBA,124442.31,Nan,49390.75232,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141464,2019,1,SP,Santos,LULA,9-LL-20D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,144993.813,Nan,46213.82208,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141465,2019,1,SP,Santos,LULA,9-LL-6A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141466,2019,1,SP,Santos,LULA,9-LL-7-RJS,Sea,FPSO CIDADE DE SAQUAREMA,119792.186,Nan,29061.18568,Nan,46.579,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141467,2019,1,SP,Santos,MERO,3-BRSA-1305A-RJS,Sea,FPSO PIONEIRO DE LIBRA,168714.10923,Nan,70489.42815,Nan,338.10623,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141468,2019,1,SP,Santos,MERO,3-BRSA-1350-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141469,2019,1,SP,Santos,MERO,3-BRSA-1356D-RJS,Sea,FPSO PIONEIRO DE LIBRA,Nan,Nan,Nan,Nan,Nan,62179.95521,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141470,2019,1,SP,Santos,OESTE DE ATAPU,3-BRSA-1243-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141471,2019,1,SP,Santos,SURURU,8-SRR-1A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141472,2019,1,SP,Santos,SURURU,9-BRSA-1212-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141473,2019,1,SP,Santos,SÉPIA,1-BRSA-976-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141474,2019,1,SP,Santos,SÉPIA,3-BRSA-1201-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141475,2019,1,SP,Santos,SÉPIA,9-BRSA-1254-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141476,2019,1,SP,Santos,SÉPIA,9-SEP-1-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141477,2019,1,SP,Santos,TAMBAÚ,7-TBU-7HP-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141478,2019,1,SP,Santos,TAMBAÚ,9-TBU-2HA-RJS,Sea,FPSO CIDADE DE SANTOS,Nan,89.943,Nan,2285.74062,26.197,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
141479,2019,1,SP,Santos,URUGUÁ,7-URG-10HP-RJS,Sea,FPSO CIDADE DE SANTOS,5234.358,Nan,964.22291,Nan,3032.718,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
