,Year,Month,State,Basin,Field,Well,Environment,Installation,Oil (m³),Condensate oil (m³),Associated petroleum gas (Mm³),Non-associated petroleum gas (Mm³),Water (m³),Gas injection (Mm³),Secondary recovery water injection (m³),Wastewater injection (m³),CO2 injection (Mm³),Nitrogen injection (Mm³),Steam injection (t),Polymer injection (m³),Others fluids injection (m³)
143483,2019,2,SP,Santos,SAPINHOÁ,8-SPH-24D-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,Nan,106134.15581,Nan,Nan,Nan,Nan,Nan,Nan
143484,2019,2,SP,Santos,SAPINHOÁ,9-BRSA-1037-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,Nan,150197.98309,Nan,Nan,Nan,Nan,Nan,Nan
143485,2019,2,SP,Santos,SAPINHOÁ,9-BRSA-1043-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,193.49557,Nan,Nan,49.89495,Nan,Nan,Nan,Nan
143486,2019,2,SP,Santos,SAPINHOÁ,9-BRSA-928-SPS,Sea,FPSO CIDADE DE SÃO PAULO,98631.59983,Nan,24558.75904,Nan,7298.98779,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143487,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,3-BRSA-788-SPS,Sea,FPSO CIDADE DE ILHA BELA,2218.72356,Nan,648.25599,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143488,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,3-BRSA-923A-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,1134.72735,Nan,Nan,437.70531,Nan,Nan,Nan,Nan
143489,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-1-SPS,Sea,FPSO CIDADE DE SÃO PAULO,2841.55953,Nan,610.98893,Nan,16.84865,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143490,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-14D-SPS,Sea,FPSO CIDADE DE ILHA BELA,2397.75618,Nan,826.19564,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143491,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-15D-SPS,Sea,FPSO CIDADE DE ILHA BELA,0.03762,Nan,0.0077,Nan,0.00329,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143492,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-16D-SPS,Sea,FPSO CIDADE DE ILHA BELA,898.93689,Nan,260.51054,Nan,42.85233,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143493,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-17-SPS,Sea,FPSO CIDADE DE ILHA BELA,3110.56274,Nan,709.45457,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143494,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-2D-SPS,Sea,FPSO CIDADE DE SÃO PAULO,2651.21702,Nan,573.8257,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143495,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-3-SPS,Sea,FPSO CIDADE DE SÃO PAULO,1287.31179,Nan,626.53068,Nan,1.26674,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143496,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-4D-SPS,Sea,FPSO CIDADE DE SÃO PAULO,2386.49029,Nan,515.36336,Nan,52.73604,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143497,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-6-SPS,Sea,FPSO CIDADE DE ILHA BELA,1328.65311,Nan,260.63784,Nan,292.77809,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143498,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-7D-SPS,Sea,FPSO CIDADE DE ILHA BELA,2421.41392,Nan,504.33756,Nan,278.57638,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143499,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,7-SPH-8-SPS,Sea,FPSO CIDADE DE ILHA BELA,1489.52921,Nan,317.44583,Nan,8.15106,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
143500,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-10-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,Nan,4066.26332,Nan,Nan,Nan,Nan,Nan,Nan
143501,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-11-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,Nan,2400.50095,Nan,Nan,Nan,Nan,Nan,Nan
143502,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-12DA-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,Nan,3802.25752,Nan,Nan,Nan,Nan,Nan,Nan
143503,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-13-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,1434.05565,Nan,Nan,551.65053,Nan,Nan,Nan,Nan
143504,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-19D-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,Nan,2907.63307,Nan,Nan,Nan,Nan,Nan,Nan
143505,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-21D-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,Nan,3814.16099,Nan,Nan,Nan,Nan,Nan,Nan
143506,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-23-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,Nan,4399.29054,Nan,Nan,Nan,Nan,Nan,Nan
143507,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,8-SPH-24D-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,Nan,2394.90614,Nan,Nan,Nan,Nan,Nan,Nan
143508,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,9-BRSA-1037-SPS,Sea,FPSO CIDADE DE ILHA BELA,Nan,Nan,Nan,Nan,Nan,Nan,3389.20208,Nan,Nan,Nan,Nan,Nan,Nan
143509,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,9-BRSA-1043-SPS,Sea,FPSO CIDADE DE SÃO PAULO,Nan,Nan,Nan,Nan,Nan,4.36619,Nan,Nan,1.12586,Nan,Nan,Nan,Nan
143510,2019,2,SP,Santos,SUDOESTE DE SAPINHOÁ,9-BRSA-928-SPS,Sea,FPSO CIDADE DE SÃO PAULO,2225.61167,Nan,554.16542,Nan,164.70039,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144882,2019,3,SP,Santos,ATAPU,1-BRSA-1146-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144883,2019,3,SP,Santos,ATAPU,3-BRSA-1172-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144884,2019,3,SP,Santos,ATAPU,9-ATP-1-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144885,2019,3,SP,Santos,ATAPU,9-ATP-3-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144886,2019,3,SP,Santos,ATAPU,9-BRSA-1284-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144887,2019,3,SP,Santos,ATLANTA,7-ATL-2HP-RJS,Sea,Petrojarl 1,24288.43,Nan,942.83934,Nan,27.89,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144888,2019,3,SP,Santos,ATLANTA,7-ATL-3H-RJS,Sea,Petrojarl 1,36308.01,Nan,1541.53466,Nan,32.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144889,2019,3,SP,Santos,BERBIGÃO,3-BRSA-1132-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144890,2019,3,SP,Santos,BERBIGÃO,9-BBG-1D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144891,2019,3,SP,Santos,BÚZIOS,3-BRSA-1053-RJS,Sea,Petrobras 75 (P-75),75548.32,Nan,18370.14,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144892,2019,3,SP,Santos,BÚZIOS,7-BUZ-14DA-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144893,2019,3,SP,Santos,BÚZIOS,7-BUZ-17-RJS,Sea,Petrobras 74 (P-74),98659.696,Nan,22973.99203,Nan,98.759,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144894,2019,3,SP,Santos,BÚZIOS,8-BUZ-11A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144895,2019,3,SP,Santos,BÚZIOS,8-BUZ-15-RJS,Sea,Petrobras 74 (P-74),Nan,Nan,Nan,Nan,Nan,18068.2208,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144896,2019,3,SP,Santos,BÚZIOS,8-BUZ-20-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144897,2019,3,SP,Santos,BÚZIOS,9-BRSA-1159-RJS,Sea,Petrobras 74 (P-74),Nan,Nan,Nan,Nan,Nan,36669.46219,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144898,2019,3,SP,Santos,BÚZIOS,9-BRSA-1191-RJS,Sea,Petrobras 74 (P-74),126962.93,Nan,28303.26297,Nan,127.089,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144899,2019,3,SP,Santos,BÚZIOS,9-BUZ-1-RJS,Sea,Petrobras 76,125334,Nan,30203.584,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144900,2019,3,SP,Santos,BÚZIOS,9-BUZ-2-RJS,Sea,Petrobras 75 (P-75),Nan,Nan,Nan,Nan,Nan,2646.663,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144901,2019,3,SP,Santos,BÚZIOS,9-BUZ-3-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144902,2019,3,SP,Santos,BÚZIOS,9-BUZ-4-RJS,Sea,Petrobras 77,39003.88,Nan,10366.929,Nan,58.819,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144903,2019,3,SP,Santos,BÚZIOS,9-BUZ-7-RJS,Sea,Petrobras 74 (P-74),90756.644,Nan,20215.12564,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144904,2019,3,SP,Santos,ITAPU,1-BRSA-1116-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144905,2019,3,SP,Santos,ITAPU,3-BRSA-1215-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144906,2019,3,SP,Santos,LULA,3-BRSA-496-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,102090.23,Nan,33704.57678,Nan,6092.716,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144907,2019,3,SP,Santos,LULA,3-BRSA-755A-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,55614.818,Nan,Nan,7231.53387,Nan,Nan,Nan,Nan
144908,2019,3,SP,Santos,LULA,3-BRSA-821-RJS,Sea,FPSO CIDADE DE PARATY,47880.611,Nan,16665.57093,Nan,4107.301,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144909,2019,3,SP,Santos,LULA,3-BRSA-830-RJS,Sea,FPSO CIDADE DE MANGARATIBA,35595.668,Nan,15744.3173,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144910,2019,3,SP,Santos,LULA,3-BRSA-839A-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,104523.798,Nan,27860.67818,Nan,299.404,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144911,2019,3,SP,Santos,LULA,3-BRSA-854-RJS,Sea,Petrobras 69,60457.615,Nan,12679.01466,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144912,2019,3,SP,Santos,LULA,3-BRSA-865A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144913,2019,3,SP,Santos,LULA,3-BRSA-883-RJS,Sea,Petrobras 66 (P-66),82281.246,Nan,24627.07188,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144914,2019,3,SP,Santos,LULA,4-BRSA-711-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144915,2019,3,SP,Santos,LULA,7-LL-10-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,71541.54,Nan,Nan,16545.27962,Nan,Nan,Nan,Nan
144916,2019,3,SP,Santos,LULA,7-LL-100-RJS,Sea,Petrobras 66 (P-66),89161.601,Nan,20483.17418,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144917,2019,3,SP,Santos,LULA,7-LL-102D-RJS,Sea,Petrobras 66 (P-66),67537.351,Nan,12753.59422,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144918,2019,3,SP,Santos,LULA,7-LL-106DA-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144919,2019,3,SP,Santos,LULA,7-LL-11-RJS,Sea,FPSO CIDADE DE PARATY,20274.508,Nan,4388.73058,Nan,16321.222,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144920,2019,3,SP,Santos,LULA,7-LL-15D-RJS,Sea,FPSO CIDADE DE PARATY,149404.443,Nan,34683.01113,Nan,1204.906,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144921,2019,3,SP,Santos,LULA,7-LL-17D-RJS,Sea,FPSO CIDADE DE PARATY,44435.725,Nan,8690.7559,Nan,4412.498,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144922,2019,3,SP,Santos,LULA,7-LL-22D-RJS,Sea,FPSO CIDADE DE PARATY,120553.633,Nan,26726.21354,Nan,475.693,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144923,2019,3,SP,Santos,LULA,7-LL-27-RJS,Sea,FPSO CIDADE DE MANGARATIBA,133468.534,Nan,41435.66597,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144924,2019,3,SP,Santos,LULA,7-LL-28D-RJS,Sea,FPSO CIDADE DE PARATY,135871.23,Nan,29142.09416,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144925,2019,3,SP,Santos,LULA,7-LL-31D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,91489.91,Nan,27923.0993,Nan,50739.168,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144926,2019,3,SP,Santos,LULA,7-LL-34D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144927,2019,3,SP,Santos,LULA,7-LL-36A-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144928,2019,3,SP,Santos,LULA,7-LL-3D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,45698.918,Nan,10076.52707,Nan,26054.695,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144929,2019,3,SP,Santos,LULA,7-LL-41D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,155693.16,Nan,Nan,Nan,Nan,Nan,Nan
144930,2019,3,SP,Santos,LULA,7-LL-45D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,77216.519,Nan,24939.24271,Nan,46699.173,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144931,2019,3,SP,Santos,LULA,7-LL-46-RJS,Sea,FPSO CIDADE DE SAQUAREMA,69403.524,Nan,21639.10558,Nan,2297.402,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144932,2019,3,SP,Santos,LULA,7-LL-48D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144933,2019,3,SP,Santos,LULA,7-LL-51-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,131747.969,Nan,43473.5506,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144934,2019,3,SP,Santos,LULA,7-LL-53D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144935,2019,3,SP,Santos,LULA,7-LL-58-RJS,Sea,FPSO CIDADE DE MARICÁ,66405.755,Nan,13865.08233,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144936,2019,3,SP,Santos,LULA,7-LL-59-RJS,Sea,FPSO CIDADE DE SAQUAREMA,113280.916,Nan,33171.25173,Nan,74.457,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144937,2019,3,SP,Santos,LULA,7-LL-60D-RJS,Sea,Petrobras 66 (P-66),102245.378,Nan,31134.47138,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144938,2019,3,SP,Santos,LULA,7-LL-61-RJS,Sea,FPSO CIDADE DE MARICÁ,143371.115,Nan,29594.72641,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144939,2019,3,SP,Santos,LULA,7-LL-63D-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144940,2019,3,SP,Santos,LULA,7-LL-66-RJS,Sea,FPSO CIDADE DE MARICÁ,138055.909,Nan,28863.57397,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144941,2019,3,SP,Santos,LULA,7-LL-67D-RJS,Sea,Petrobras 67 (P-67),148686.06,Nan,28931.004,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144942,2019,3,SP,Santos,LULA,7-LL-69-RJS,Sea,Petrobras 66 (P-66),113587.431,Nan,20653.91024,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144943,2019,3,SP,Santos,LULA,7-LL-70-RJS,Sea,Petrobras 69,119386.53,Nan,26884.4383,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144944,2019,3,SP,Santos,LULA,7-LL-73D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,123476.568,Nan,53183.98289,Nan,521.061,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144945,2019,3,SP,Santos,LULA,7-LL-79D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,123294.591,Nan,26485.78686,Nan,780.263,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144946,2019,3,SP,Santos,LULA,7-LL-80DB-RJS,Sea,FPSO CIDADE DE SAQUAREMA,143266.833,Nan,31226.40557,Nan,94.19,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144947,2019,3,SP,Santos,LULA,7-LL-83D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,126888.772,Nan,37536.56617,Nan,501.529,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144948,2019,3,SP,Santos,LULA,7-LL-84D-RJS,Sea,FPSO CIDADE DE MARICÁ,114248.597,Nan,23663.43909,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144949,2019,3,SP,Santos,LULA,7-LL-85-RJS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144950,2019,3,SP,Santos,LULA,7-LL-8H-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,31096.765,Nan,12051.33958,Nan,4222.255,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144951,2019,3,SP,Santos,LULA,7-LL-90D-RJS,Sea,Petrobras 66 (P-66),102804.172,Nan,19323.67768,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144952,2019,3,SP,Santos,LULA,7-LL-91-RJS,Sea,FPSO CIDADE DE SAQUAREMA,122604.877,Nan,26288.7175,Nan,80.493,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144953,2019,3,SP,Santos,LULA,7-LL-97-RJS,Sea,Petrobras 66 (P-66),116684.591,Nan,22685.47824,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144954,2019,3,SP,Santos,LULA,8-LL-101D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,95489.4,Nan,Nan,Nan,Nan,Nan,Nan
144955,2019,3,SP,Santos,LULA,8-LL-104D-RJS,Sea,FPSO CIDADE DE SAQUAREMA,Nan,Nan,Nan,Nan,Nan,Nan,131588.7,Nan,Nan,Nan,Nan,Nan,Nan
144956,2019,3,SP,Santos,LULA,8-LL-109-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,52209.2,Nan,Nan,Nan,Nan,Nan,Nan
144957,2019,3,SP,Santos,LULA,8-LL-14D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,123515.74,Nan,Nan,Nan,Nan,Nan,Nan
144958,2019,3,SP,Santos,LULA,8-LL-18-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,141448,Nan,Nan,Nan,Nan,Nan,Nan
144959,2019,3,SP,Santos,LULA,8-LL-23-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,217350.68,Nan,Nan,Nan,Nan,Nan,Nan
144960,2019,3,SP,Santos,LULA,8-LL-24D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,159340.87,Nan,Nan,Nan,Nan,Nan,Nan
144961,2019,3,SP,Santos,LULA,8-LL-26D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,132614.85,Nan,Nan,Nan,Nan,Nan,Nan
144962,2019,3,SP,Santos,LULA,8-LL-32D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,47202.8,Nan,Nan,271.25317,Nan,Nan,Nan,Nan
144963,2019,3,SP,Santos,LULA,8-LL-33-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,26556.81,Nan,Nan,Nan,Nan,Nan,Nan
144964,2019,3,SP,Santos,LULA,8-LL-35D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,Nan,79304.6,Nan,Nan,Nan,Nan,Nan,Nan
144965,2019,3,SP,Santos,LULA,8-LL-37D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,88768.055,Nan,27815.22222,Nan,34187.105,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
144966,2019,3,SP,Santos,LULA,8-LL-38D-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,80205.56,Nan,Nan,Nan,Nan,Nan,Nan
144967,2019,3,SP,Santos,LULA,8-LL-39-RJS,Sea,FPSO CIDADE DE MANGARATIBA,Nan,Nan,Nan,Nan,Nan,Nan,163963.51,Nan,Nan,Nan,Nan,Nan,Nan
144968,2019,3,SP,Santos,LULA,8-LL-40-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,283377.91,Nan,Nan,Nan,Nan,Nan,Nan
144969,2019,3,SP,Santos,LULA,8-LL-42D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,73659.3,Nan,Nan,Nan,Nan,Nan,Nan
144970,2019,3,SP,Santos,LULA,8-LL-43D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,70389.045,Nan,Nan,391.61344,Nan,Nan,Nan,Nan
144971,2019,3,SP,Santos,LULA,8-LL-44-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,178644.1,Nan,Nan,Nan,Nan,Nan,Nan
144972,2019,3,SP,Santos,LULA,8-LL-47-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,140571.7,Nan,Nan,Nan,Nan,Nan,Nan
144973,2019,3,SP,Santos,LULA,8-LL-49D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,154185.83,Nan,Nan,Nan,Nan,Nan,Nan
144974,2019,3,SP,Santos,LULA,8-LL-4D-RJS,Sea,FPSO CIDADE DE PARATY,Nan,Nan,Nan,Nan,Nan,Nan,100880.97,Nan,Nan,Nan,Nan,Nan,Nan
144975,2019,3,SP,Santos,LULA,8-LL-5-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,Nan,131339.26,Nan,Nan,Nan,Nan,Nan,Nan
144976,2019,3,SP,Santos,LULA,8-LL-50-RJS,Sea,Petrobras 66 (P-66),Nan,Nan,Nan,Nan,Nan,63020.04,Nan,Nan,6618.17886,Nan,Nan,Nan,Nan
144977,2019,3,SP,Santos,LULA,8-LL-52D-RJS,Sea,FPSO CIDADE DE MARICÁ,Nan,Nan,Nan,Nan,Nan,53357.821,Nan,Nan,11862.9251,Nan,Nan,Nan,Nan
144978,2019,3,SP,Santos,LULA,8-LL-55D-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,260603.99,Nan,Nan,Nan,Nan,Nan,Nan
144979,2019,3,SP,Santos,LULA,8-LL-56-RJS,Sea,FPSO CIDADE DE ITAGUAÍ,Nan,Nan,Nan,Nan,Nan,Nan,135927.28,Nan,Nan,Nan,Nan,Nan,Nan
144980,2019,3,SP,Santos,LULA,8-LL-57D-RJS,Sea,FPSO CIDADE DE ANGRA DOS REIS,Nan,Nan,Nan,Nan,Nan,Nan,171265.71,Nan,Nan,Nan,Nan,Nan,Nan
